influence	blend_in	special	leader	authority
8270	yes	yes	no	no	no
8271	yes	no	no	no	yes
8272	yes	yes	yes	yes	no
8273	yes	yes	yes	no	yes
8274	yes	no	yes	yes	yes
8275	yes	yes	yes	yes	yes
8276	no	no	no	no	yes
8277	no	yes	no	no	no
8278	yes	no	no	no	yes
8279	no	yes	no	no	no
8280	yes	yes	no	no	no
8281	no	yes	yes	yes	yes
8282	yes	yes	no	yes	no
8283	yes	no	no	no	no
8284	yes	no	no	yes	yes
8285	yes	yes	no	no	no
8286	yes	yes	no	yes	no
8287	yes	yes	no	no	no
8288	yes	yes	yes	yes	no
8289	no	yes	no	no	no
8290	no	yes	no	no	no
8291	no	yes	yes	yes	yes
8292	yes	no	yes	yes	yes
8293	yes	yes	no	yes	no
8294	yes	yes	no	no	no
8295	no	yes	yes	no	yes
8296	yes	yes	yes	yes	yes
8297	no	yes	yes	yes	yes
8298	yes	yes	no	yes	yes
8299	yes	no	yes	yes	yes
8300	yes	yes	yes	no	yes
8301	no	yes	no	no	no
8302	no	yes	no	no	no
8303	no	yes	yes	no	yes
8304	yes	no	yes	yes	yes
8305	yes	no	yes	no	yes
8306	no	yes	no	yes	no
8307	yes	no	yes	yes	yes
8308	yes	yes	no	yes	no
8309	yes	yes	yes	yes	yes
8310	yes	yes	no	yes	no
8311	yes	no	no	no	no
8312	no	yes	yes	yes	yes
8313	yes	yes	no	yes	no
8314	yes	yes	yes	yes	no
8315	no	yes	no	yes	no
8316	no	no	yes	no	yes
8317	yes	yes	yes	yes	yes
8318	no	yes	yes	yes	yes
8319	no	yes	yes	yes	yes
8320	no	yes	no	yes	no
8321	yes	yes	yes	no	yes
8322	yes	yes	no	yes	no
8323	yes	no	yes	yes	yes
8324	yes	yes	yes	no	no
8325	yes	no	yes	yes	yes
8326	yes	no	no	yes	no
8327	yes	yes	no	yes	no
8328	yes	yes	no	no	no
8329	no	yes	no	no	no
8330	no	no	yes	no	yes
8331	no	no	yes	yes	yes
8332	yes	yes	yes	yes	yes
8333	yes	yes	no	no	no
8334	no	yes	yes	yes	yes
8335	yes	yes	no	no	no
8336	yes	no	no	no	yes
8337	yes	no	no	no	yes
8338	no	yes	yes	yes	yes
8339	yes	yes	yes	yes	yes
8340	no	yes	no	no	yes
8341	yes	no	no	yes	yes
8342	yes	no	no	yes	yes
8343	no	yes	no	no	no
8344	yes	yes	yes	no	no
8345	yes	yes	yes	no	no
8346	yes	yes	no	no	no
8347	no	yes	no	no	yes
8348	no	yes	no	no	no
8349	no	yes	yes	yes	yes
8350	yes	no	yes	yes	yes
8351	no	yes	no	no	no
8352	yes	no	yes	yes	yes
8353	yes	yes	no	no	no
8354	yes	yes	no	no	no
8355	no	yes	yes	yes	no
8356	yes	yes	no	yes	no
8357	yes	yes	yes	yes	no
8358	no	yes	yes	no	no
8359	no	yes	no	no	no
8360	yes	no	no	yes	yes
8361	yes	no	no	yes	no
8362	no	yes	no	yes	no
8363	no	yes	yes	no	no
8364	yes	no	no	no	no
8365	yes	no	no	no	no
8366	yes	yes	no	yes	no
8367	yes	no	yes	yes	no
8368	yes	yes	no	no	no
8369	no	yes	no	no	no
8370	no	yes	no	no	no
8371	no	yes	no	no	no
8372	yes	no	no	yes	no
8373	no	yes	no	no	no
8374	yes	no	yes	yes	yes
8375	yes	yes	yes	no	no
8376	yes	yes	no	yes	no
8377	yes	yes	yes	yes	no
8378	yes	yes	yes	yes	yes
8379	yes	no	yes	no	yes
8380	yes	yes	yes	yes	yes
8381	yes	yes	yes	yes	yes
8382	yes	yes	yes	yes	yes
8383	yes	yes	no	yes	no
8384	no	yes	no	no	no
8385	yes	no	no	yes	yes
8386	no	yes	no	no	no
8387	yes	yes	no	no	no
8388	yes	yes	no	no	yes
8389	no	no	no	no	no
8390	yes	no	yes	yes	no
8391	no	yes	no	no	yes
8392	yes	yes	no	no	no
8393	yes	no	no	no	no
8394	yes	yes	yes	no	no
8395	no	yes	no	no	yes
8396	yes	no	no	no	no
8397	yes	yes	no	yes	no
8398	yes	yes	yes	yes	yes
8399	no	yes	no	yes	yes
8400	yes	yes	no	no	no
8401	yes	yes	yes	no	yes
8402	yes	no	yes	yes	yes
8403	no	yes	no	no	no
8404	no	yes	no	no	no
8405	yes	yes	no	no	no
8406	yes	yes	yes	yes	yes
8407	yes	no	yes	yes	no
8408	yes	no	yes	yes	yes
8409	yes	no	no	yes	no
8410	yes	no	yes	yes	yes
8411	no	yes	no	no	yes
8412	yes	yes	yes	yes	no
8413	no	yes	no	no	no
8414	yes	yes	no	no	no
8415	yes	no	yes	yes	yes
8416	yes	no	yes	yes	yes
8417	yes	no	yes	yes	no
8418	yes	yes	yes	yes	yes
8419	yes	no	yes	yes	yes
8420	yes	yes	yes	yes	yes
8421	yes	yes	yes	yes	yes
8422	yes	yes	no	yes	yes
8423	no	yes	no	no	no
8424	no	yes	yes	no	yes
8425	yes	yes	no	yes	no
8426	yes	yes	yes	yes	yes
8427	yes	no	yes	yes	yes
8428	yes	yes	yes	yes	no
8429	yes	no	no	yes	yes
8430	yes	yes	yes	yes	yes
8431	no	yes	yes	no	yes
8432	no	yes	no	no	yes
8433	yes	yes	no	no	no
8434	yes	yes	no	no	no
8435	yes	yes	no	yes	yes
8436	yes	no	yes	no	yes
8437	no	yes	no	yes	no
8438	yes	no	yes	yes	yes
8439	yes	yes	no	yes	yes
8440	yes	yes	yes	yes	no
8441	no	yes	no	no	no
8442	yes	yes	no	yes	no
8443	yes	yes	no	yes	yes
8444	yes	yes	yes	yes	yes
8445	yes	yes	no	yes	no
8446	yes	yes	yes	yes	no
8447	yes	yes	yes	yes	no
8448	no	yes	no	yes	no
8449	yes	no	yes	yes	yes
8450	yes	yes	no	yes	no
8451	no	yes	no	no	no
8452	no	yes	no	no	yes
8453	yes	yes	yes	no	yes
8454	yes	no	no	yes	yes
8455	yes	no	yes	no	yes
8456	yes	yes	yes	yes	yes
8457	yes	yes	yes	yes	yes
8458	yes	no	no	yes	yes
8459	no	yes	no	no	no
8460	yes	yes	no	yes	yes
8461	no	yes	no	no	no
8462	yes	yes	no	yes	yes
8463	yes	yes	no	no	no
8464	no	yes	no	yes	yes
8465	no	yes	no	no	yes
8466	no	yes	no	no	no
8467	yes	yes	yes	yes	yes
8468	yes	yes	no	yes	yes
8469	no	yes	no	no	no
8470	no	yes	yes	yes	no
8471	yes	yes	no	yes	no
8472	no	yes	yes	no	yes
8473	no	yes	no	no	no
8474	no	yes	no	no	no
8475	no	yes	no	yes	no
8476	no	no	yes	no	yes
8477	no	yes	no	no	yes
8478	yes	yes	yes	yes	no
8479	yes	no	yes	yes	yes
8480	no	yes	no	yes	yes
8481	yes	yes	no	no	no
8482	no	yes	no	no	no
8483	yes	yes	no	yes	yes
8484	yes	yes	yes	no	no
8485	yes	no	yes	yes	yes
8486	no	yes	yes	no	no
8487	yes	no	yes	yes	no
8488	yes	no	no	yes	yes
8489	no	yes	no	yes	no
8490	yes	yes	yes	yes	no
8491	no	yes	no	yes	no
8492	yes	no	no	yes	no
8493	no	yes	no	no	yes
8494	no	yes	no	no	no
8495	no	yes	no	yes	yes
8496	no	yes	no	no	no
8497	yes	yes	yes	yes	yes
8498	no	yes	no	no	yes
8499	no	yes	yes	no	yes
8500	no	yes	no	no	no
8501	no	yes	yes	no	no
8502	no	no	yes	yes	no
8503	yes	yes	yes	yes	yes
8504	yes	yes	yes	no	yes
8505	no	yes	no	no	no
8506	no	yes	no	no	yes
8507	yes	yes	yes	yes	no
8508	yes	yes	yes	no	yes
8509	yes	yes	yes	yes	no
8510	no	yes	yes	no	no
8511	yes	yes	yes	yes	yes
8512	no	yes	yes	yes	no
8513	yes	no	yes	yes	yes
8514	no	yes	yes	no	no
8515	yes	no	yes	yes	no
8516	yes	yes	yes	yes	yes
8517	yes	yes	yes	yes	no
8518	yes	no	no	yes	no
8519	yes	yes	no	yes	no
8520	yes	no	yes	yes	yes
8521	yes	yes	yes	no	no
8522	yes	yes	no	yes	yes
8523	yes	no	no	yes	yes
8524	yes	no	yes	no	yes
8525	yes	yes	no	yes	no
8526	yes	no	yes	yes	yes
8527	no	yes	yes	no	yes
8528	yes	yes	no	no	no
8529	no	no	no	no	no
8530	yes	no	yes	yes	yes
8531	yes	no	yes	yes	yes
8532	no	yes	no	no	no
8533	yes	no	yes	no	no
8534	no	yes	no	no	no
8535	yes	yes	no	no	no
8536	no	yes	yes	yes	yes
8537	no	yes	no	no	no
8538	yes	yes	yes	yes	no
8539	no	yes	yes	no	no
8540	yes	no	no	no	yes
8541	no	yes	no	no	no
8542	no	yes	yes	no	no
8543	yes	yes	yes	no	no
8544	yes	yes	yes	no	no
8545	yes	no	yes	yes	yes
8546	yes	no	no	yes	yes
8547	no	yes	yes	no	no
8548	no	yes	no	no	yes
8549	yes	no	no	no	yes
8550	yes	yes	yes	yes	yes
8551	yes	yes	no	yes	no
8552	yes	yes	yes	yes	yes
8553	no	no	no	yes	yes
8554	no	yes	yes	no	no
8555	no	yes	no	no	no
8556	yes	yes	yes	no	yes
8557	yes	no	no	yes	no
8558	yes	yes	no	yes	no
8559	no	yes	yes	yes	no
8560	no	yes	no	no	no
8561	no	yes	no	no	yes
8562	yes	no	yes	yes	yes
8563	no	yes	yes	no	yes
8564	no	yes	yes	no	yes
8565	no	no	yes	yes	no
8566	no	yes	no	no	no
8567	yes	yes	no	no	no
8568	no	no	yes	yes	yes
8569	yes	no	yes	yes	yes
8570	yes	no	yes	yes	yes
8571	yes	no	yes	yes	yes
8572	no	yes	no	no	no
8573	yes	yes	no	no	no
8574	yes	no	no	yes	no
8575	yes	yes	no	no	no
8576	yes	no	yes	yes	yes
8577	yes	yes	yes	no	yes
8578	yes	no	yes	yes	no
8579	no	yes	no	no	no
8580	no	no	yes	yes	yes
8581	yes	yes	no	no	no
8582	yes	yes	yes	yes	no
8583	no	yes	yes	yes	no
8584	no	no	yes	yes	yes
8585	yes	yes	yes	no	no
8586	yes	no	yes	yes	yes
8587	yes	yes	no	yes	no
8588	yes	no	yes	yes	yes
8589	yes	yes	no	yes	yes
8590	yes	no	yes	yes	yes
8591	yes	yes	yes	no	yes
8592	yes	no	yes	yes	yes
8593	no	yes	no	no	no
8594	yes	no	yes	yes	no
8595	no	yes	no	no	no
8596	yes	no	yes	yes	no
8597	no	yes	no	no	no
8598	yes	no	yes	yes	yes
8599	yes	yes	no	yes	yes
8600	yes	no	yes	yes	yes
8601	yes	no	yes	yes	no
8602	yes	yes	yes	no	yes
8603	yes	yes	no	no	yes
8604	no	yes	no	no	no
8605	yes	yes	yes	no	yes
8606	yes	no	yes	yes	no
8607	no	no	yes	no	no
8608	no	no	no	yes	yes
8609	yes	no	yes	yes	yes
8610	yes	yes	yes	no	no
8611	no	yes	yes	no	no
8612	yes	yes	yes	no	no
8613	no	yes	no	yes	yes
8614	no	yes	no	no	yes
8615	yes	no	no	yes	no
8616	no	no	no	yes	no
8617	yes	no	yes	no	no
8618	yes	yes	yes	yes	no
8619	yes	no	yes	no	yes
8620	yes	yes	yes	yes	yes
8621	yes	no	no	yes	yes
8622	yes	yes	no	yes	no
8623	yes	no	yes	yes	yes
8624	no	no	no	yes	no
8625	yes	no	no	yes	yes
8626	yes	yes	no	no	no
8627	no	yes	yes	yes	no
8628	yes	yes	no	no	no
8629	no	yes	yes	no	yes
8630	no	yes	no	no	no
8631	yes	yes	no	yes	no
8632	yes	yes	yes	yes	no
8633	no	no	yes	yes	yes
8634	yes	yes	yes	yes	yes
8635	no	yes	no	no	no
8636	yes	no	yes	yes	yes
8637	yes	yes	yes	no	no
8638	yes	yes	no	yes	no
8639	yes	yes	no	no	no
8640	yes	yes	yes	yes	yes
8641	yes	yes	no	no	no
8642	yes	yes	no	yes	yes
8643	yes	yes	yes	yes	yes
8644	yes	no	yes	yes	yes
8645	yes	no	yes	yes	yes
8646	yes	yes	yes	yes	yes
8647	yes	yes	no	yes	no
8648	yes	no	yes	yes	yes
8649	yes	yes	yes	yes	yes
8650	no	yes	no	no	no
8651	yes	yes	no	no	no
8652	yes	yes	yes	yes	no
8653	yes	no	yes	no	yes
8654	yes	no	yes	yes	yes
8655	yes	no	no	no	no
8656	no	yes	no	yes	no
8657	no	yes	no	no	no
8658	no	yes	no	yes	yes
8659	yes	no	yes	yes	yes
8660	yes	no	yes	yes	yes
8661	no	yes	yes	no	no
8662	yes	yes	no	yes	yes
8663	yes	no	yes	yes	no
8664	yes	no	yes	no	no
8665	yes	yes	no	no	no
8666	no	yes	no	no	no
8667	yes	yes	yes	no	yes
8668	no	yes	yes	no	yes
8669	yes	yes	no	no	no
8670	yes	no	yes	yes	yes
8671	no	yes	no	no	no
8672	yes	no	yes	yes	yes
8673	yes	no	no	yes	no
8674	no	yes	no	no	no
8675	yes	yes	no	yes	yes
8676	yes	yes	no	no	no
8677	yes	no	yes	yes	yes
8678	yes	no	yes	yes	yes
8679	yes	yes	yes	yes	yes
8680	yes	yes	no	no	no
8681	yes	no	yes	yes	yes
8682	yes	yes	yes	yes	no
8683	yes	yes	yes	no	no
8684	yes	no	yes	yes	yes
8685	no	yes	no	no	yes
8686	yes	yes	yes	no	no
8687	yes	yes	yes	yes	no
8688	yes	no	no	yes	yes
8689	yes	yes	no	yes	no
8690	no	yes	yes	no	no
8691	yes	no	yes	yes	yes
8692	no	no	yes	yes	yes
8693	yes	yes	no	yes	no
8694	no	no	yes	no	yes
8695	yes	no	no	yes	no
8696	yes	yes	yes	yes	no
8697	no	no	yes	no	yes
8698	yes	no	yes	yes	yes
8699	yes	no	yes	yes	yes
8700	yes	yes	no	no	yes
8701	no	yes	no	no	no
8702	no	yes	no	no	no
8703	yes	yes	no	yes	no
8704	yes	yes	yes	yes	no
8705	yes	no	yes	no	yes
8706	yes	no	no	no	yes
8707	yes	yes	no	yes	yes
8708	yes	yes	no	no	no
8709	yes	no	yes	yes	yes
8710	yes	no	yes	yes	yes
8711	yes	no	no	no	yes
8712	yes	no	yes	yes	yes
8713	no	no	no	yes	yes
8714	yes	yes	no	no	no
8715	no	no	yes	no	yes
8716	yes	yes	no	yes	no
8717	yes	yes	yes	no	no
8718	no	yes	no	no	no
8719	no	yes	no	yes	yes
8720	no	yes	no	yes	no
8721	no	yes	no	no	no
8722	yes	yes	yes	yes	no
8723	yes	no	yes	yes	yes
8724	no	yes	yes	no	no
8725	no	no	yes	no	no
8726	no	yes	yes	no	no
8727	yes	yes	no	yes	no
8728	yes	yes	no	yes	no
8729	yes	yes	no	no	no
8730	no	yes	yes	no	no
8731	no	yes	no	yes	no
8732	yes	yes	yes	yes	yes
8733	yes	no	yes	yes	no
8734	no	yes	yes	no	no
8735	no	no	yes	no	yes
8736	yes	no	no	yes	no
8737	yes	yes	no	no	no
8738	yes	no	no	no	yes
8739	no	yes	no	no	no
8740	yes	no	yes	yes	yes
8741	yes	yes	no	no	no
8742	yes	no	yes	yes	yes
8743	no	yes	no	no	no
8744	no	yes	yes	yes	no
8745	no	no	yes	no	no
8746	yes	yes	no	no	yes
8747	yes	yes	no	yes	yes
8748	yes	yes	yes	no	no
8749	yes	no	no	yes	yes
8750	yes	yes	yes	yes	no
8751	yes	yes	yes	no	no
8752	no	yes	no	no	yes
8753	yes	yes	no	no	no
8754	yes	yes	no	yes	no
8755	no	yes	no	no	no
8756	yes	yes	yes	no	no
8757	yes	no	yes	yes	yes
8758	no	yes	no	no	no
8759	yes	yes	no	yes	no
8760	no	yes	no	no	no
8761	yes	yes	yes	yes	yes
8762	yes	yes	yes	no	no
8763	yes	no	yes	yes	yes
8764	yes	yes	yes	yes	yes
8765	no	yes	yes	yes	yes
8766	yes	yes	no	no	no
8767	no	yes	yes	no	yes
8768	no	yes	yes	no	no
8769	yes	yes	no	yes	no
8770	yes	yes	no	no	no
8771	yes	yes	no	yes	no
8772	yes	yes	no	yes	no
8773	yes	yes	yes	no	no
8774	yes	yes	yes	yes	yes
8775	no	no	no	no	no
8776	no	yes	no	yes	yes
8777	yes	no	yes	yes	no
8778	no	yes	no	no	no
8779	no	no	no	no	yes
8780	no	yes	no	no	no
8781	no	yes	yes	yes	yes
8782	yes	yes	yes	yes	yes
8783	no	yes	yes	no	no
8784	yes	no	yes	yes	yes
8785	yes	no	no	yes	yes
8786	yes	no	yes	no	yes
8787	no	no	yes	yes	no
8788	no	yes	no	no	no
8789	yes	no	no	no	yes
8790	no	no	yes	no	no
8791	no	yes	no	no	no
8792	no	yes	yes	no	no
8793	no	yes	no	no	no
8794	no	yes	no	no	no
8795	yes	no	yes	no	no
8796	yes	yes	yes	yes	yes
8797	no	yes	yes	no	yes
8798	no	yes	yes	no	yes
8799	yes	yes	no	no	no
8800	yes	no	yes	no	yes
8801	yes	yes	no	no	no
8802	yes	no	yes	yes	yes
8803	no	yes	no	no	yes
8804	yes	no	no	yes	yes
8805	no	yes	yes	no	yes
8806	yes	yes	no	yes	yes
8807	no	yes	no	yes	no
8808	no	yes	no	yes	yes
8809	no	yes	no	yes	no
8810	no	yes	yes	no	no
8811	yes	yes	yes	no	no
8812	yes	no	yes	yes	yes
8813	no	no	no	no	yes
8814	no	yes	yes	no	yes
8815	yes	yes	yes	no	no
8816	yes	no	no	yes	no
8817	no	no	yes	no	no
8818	yes	yes	no	yes	yes
8819	yes	no	yes	yes	yes
8820	yes	yes	no	yes	no
8821	yes	yes	yes	yes	no
8822	yes	yes	no	yes	yes
8823	no	yes	no	no	no
8824	yes	yes	yes	no	no
8825	yes	yes	no	no	no
8826	yes	yes	yes	yes	yes
8827	yes	yes	yes	yes	no
8828	no	yes	no	yes	no
8829	yes	no	yes	no	yes
8830	yes	no	yes	yes	yes
8831	yes	no	yes	yes	yes
8832	no	yes	no	no	no
8833	yes	yes	yes	no	no
8834	no	yes	yes	no	no
8835	no	yes	no	yes	no
8836	yes	yes	yes	no	no
8837	no	yes	yes	yes	no
8838	no	no	no	no	no
8839	no	no	yes	yes	yes
8840	yes	no	yes	yes	yes
8841	yes	yes	no	no	yes
8842	no	yes	yes	yes	no
8843	yes	no	yes	yes	yes
8844	yes	no	yes	yes	yes
8845	yes	no	yes	yes	no
8846	no	yes	no	yes	no
8847	yes	yes	yes	yes	no
8848	no	yes	yes	no	no
8849	yes	no	yes	yes	yes
8850	yes	yes	yes	yes	no
8851	yes	no	yes	yes	yes
8852	yes	no	no	yes	no
8853	yes	yes	yes	yes	no
8854	yes	no	yes	yes	yes
8855	yes	no	yes	yes	yes
8856	yes	no	yes	yes	no
8857	yes	no	yes	yes	yes
8858	no	yes	yes	no	yes
8859	yes	no	no	no	no
8860	no	yes	no	no	yes
8861	yes	no	yes	yes	yes
8862	yes	yes	yes	no	no
8863	yes	yes	yes	no	no
8864	yes	no	yes	yes	yes
8865	yes	yes	yes	no	no
8866	yes	yes	no	no	no
8867	no	yes	no	no	no
8868	yes	yes	yes	yes	yes
8869	yes	yes	no	no	no
8870	yes	no	no	yes	yes
8871	no	no	no	yes	no
8872	no	yes	no	no	no
8873	yes	yes	yes	yes	no
8874	yes	yes	yes	no	no
8875	no	yes	yes	yes	yes
8876	yes	no	yes	no	yes
8877	yes	no	yes	yes	no
8878	no	no	no	yes	no
8879	yes	yes	yes	no	no
8880	yes	no	yes	yes	yes
8881	no	yes	no	no	yes
8882	yes	no	no	no	no
8883	yes	yes	no	yes	no
8884	no	yes	no	no	no
8885	yes	yes	no	yes	yes
8886	no	yes	yes	yes	yes
8887	no	yes	no	no	no
8888	yes	no	no	no	yes
8889	no	yes	no	yes	no
8890	yes	yes	yes	no	no
8891	yes	yes	yes	no	yes
8892	no	yes	no	no	no
8893	yes	yes	no	yes	yes
8894	no	yes	yes	yes	yes
8895	no	yes	yes	no	no
8896	no	yes	yes	no	no
8897	yes	yes	no	no	no
8898	no	no	no	no	no
8899	yes	yes	no	no	no
8900	yes	yes	no	yes	no
8901	no	no	no	no	yes
8902	yes	no	yes	yes	no
8903	yes	yes	no	yes	no
8904	no	yes	no	yes	no
8905	yes	no	yes	yes	yes
8906	no	yes	yes	yes	yes
8907	no	yes	no	yes	yes
8908	no	yes	no	yes	no
8909	yes	yes	no	yes	yes
8910	yes	no	yes	yes	yes
8911	yes	no	no	yes	yes
8912	yes	yes	yes	yes	yes
8913	yes	yes	yes	no	yes
8914	no	yes	no	no	no
8915	yes	yes	no	no	no
8916	no	yes	no	no	no
8917	yes	yes	yes	no	no
8918	no	yes	no	yes	no
8919	no	yes	no	yes	yes
8920	no	yes	yes	no	no
8921	yes	yes	no	yes	yes
8922	no	yes	no	no	no
8923	yes	no	yes	yes	yes
8924	no	yes	no	no	no
8925	no	yes	yes	yes	yes
8926	no	yes	yes	no	no
8927	yes	yes	no	no	no
8928	no	yes	no	yes	no
8929	no	yes	no	no	no
8930	yes	no	no	yes	no
8931	yes	yes	no	no	no
8932	no	yes	yes	no	no
8933	yes	yes	no	no	no
8934	yes	no	yes	yes	yes
8935	no	yes	no	no	no
8936	no	yes	no	no	no
8937	yes	yes	yes	no	no
8938	yes	no	yes	yes	yes
8939	yes	yes	yes	no	yes
8940	yes	no	yes	yes	yes
8941	yes	no	yes	no	yes
8942	yes	no	yes	no	no
8943	yes	yes	yes	yes	yes
8944	no	yes	yes	no	no
8945	yes	yes	yes	yes	yes
8946	no	yes	yes	no	no
8947	no	yes	no	no	no
8948	no	yes	yes	no	no
8949	no	yes	no	no	no
8950	no	no	yes	yes	yes
8951	no	no	no	no	yes
8952	no	no	yes	yes	no
8953	yes	yes	no	yes	no
8954	no	yes	no	no	no
8955	yes	yes	yes	yes	no
8956	yes	no	no	yes	yes
8957	yes	yes	no	no	no
8958	yes	yes	yes	no	yes
8959	yes	no	no	yes	yes
8960	yes	yes	yes	no	no
8961	no	no	yes	yes	yes
8962	no	yes	yes	yes	no
8963	yes	no	yes	yes	yes
8964	no	no	no	yes	no
8965	yes	no	no	no	yes
8966	yes	no	yes	no	no
8967	no	yes	no	no	no
8968	yes	no	yes	yes	yes
8969	yes	yes	yes	yes	yes
8970	no	yes	no	no	no
8971	yes	no	yes	yes	yes
8972	yes	yes	no	yes	no
8973	yes	yes	no	yes	no
8974	yes	no	yes	yes	yes
8975	yes	yes	no	yes	no
8976	no	yes	yes	no	yes
8977	no	yes	yes	yes	no
8978	no	yes	yes	no	no
8979	no	yes	no	no	no
8980	no	no	no	no	yes
8981	yes	yes	no	no	no
8982	yes	yes	no	yes	no
8983	no	yes	no	no	no
8984	no	yes	no	yes	yes
8985	yes	no	yes	yes	yes
8986	no	yes	yes	no	no
8987	no	yes	no	no	no
8988	yes	no	no	yes	yes
8989	no	no	yes	yes	no
8990	yes	yes	no	yes	yes
8991	no	yes	no	no	no
8992	no	yes	no	no	no
8993	yes	no	yes	yes	yes
8994	no	yes	no	no	yes
8995	yes	yes	no	yes	no
8996	no	yes	no	no	no
8997	yes	yes	no	yes	no
8998	yes	yes	no	no	no
8999	no	no	yes	no	no
9000	no	yes	no	no	yes
9001	yes	yes	yes	no	no
9002	yes	yes	yes	yes	no
9003	no	yes	no	no	no
9004	no	yes	no	no	yes
9005	yes	yes	yes	yes	yes
9006	no	no	yes	no	no
9007	yes	no	yes	yes	yes
9008	yes	no	no	yes	no
9009	yes	yes	no	no	yes
9010	no	yes	no	no	yes
9011	no	no	yes	no	no
9012	no	yes	yes	yes	yes
9013	yes	yes	no	no	no
9014	yes	yes	yes	yes	yes
9015	no	yes	no	yes	no
9016	yes	no	no	yes	no
9017	no	yes	no	yes	no
9018	yes	yes	yes	no	no
9019	no	yes	no	yes	no
9020	yes	yes	yes	no	no
9021	yes	yes	no	no	yes
9022	no	yes	no	no	no
9023	yes	no	yes	yes	yes
9024	no	no	yes	no	yes
9025	yes	no	no	no	yes
9026	no	yes	no	no	no
9027	no	yes	no	no	no
9028	yes	no	yes	yes	yes
9029	yes	no	yes	yes	yes
9030	no	no	yes	yes	yes
9031	yes	yes	yes	yes	yes
9032	no	yes	no	yes	yes
9033	no	yes	no	yes	yes
9034	yes	no	yes	no	yes
9035	yes	no	yes	yes	yes
9036	yes	no	yes	yes	yes
9037	yes	no	yes	yes	yes
9038	no	no	yes	yes	yes
9039	no	yes	yes	no	no
9040	yes	no	yes	yes	no
9041	no	yes	no	no	no
9042	yes	no	yes	yes	yes
9043	no	yes	yes	no	yes
9044	yes	no	yes	yes	yes
9045	no	yes	no	no	no
9046	yes	yes	no	no	yes
9047	no	yes	no	yes	no
9048	yes	yes	yes	yes	yes
9049	yes	no	yes	yes	yes
9050	yes	yes	yes	yes	yes
9051	no	yes	yes	no	no
9052	no	yes	yes	no	no
9053	yes	yes	yes	no	no
9054	yes	yes	yes	no	no
9055	yes	yes	no	no	no
9056	yes	yes	yes	no	no
9057	no	yes	no	no	no
9058	yes	yes	no	yes	no
9059	no	yes	no	yes	no
9060	yes	no	yes	yes	yes
9061	yes	no	yes	yes	yes
9062	yes	yes	yes	yes	yes
9063	yes	yes	no	no	yes
9064	yes	yes	no	no	yes
9065	yes	no	yes	no	no
9066	yes	yes	yes	yes	yes
9067	yes	yes	no	no	no
9068	no	yes	no	no	yes
9069	yes	yes	no	yes	yes
9070	no	yes	no	no	no
9071	yes	yes	no	yes	no
9072	no	yes	no	no	no
9073	yes	no	yes	yes	yes
9074	yes	no	yes	yes	no
9075	yes	no	yes	no	no
9076	yes	no	no	yes	yes
9077	yes	no	yes	yes	yes
9078	no	yes	no	no	no
9079	yes	no	yes	yes	yes
9080	yes	yes	no	no	yes
9081	yes	yes	no	yes	no
9082	yes	yes	no	no	no
9083	yes	yes	yes	no	no
9084	yes	no	yes	no	yes
9085	no	yes	yes	yes	no
9086	yes	no	no	yes	yes
9087	yes	no	yes	no	no
9088	yes	no	no	yes	no
9089	no	yes	no	yes	no
9090	yes	no	yes	yes	yes
9091	yes	no	yes	yes	yes
9092	no	yes	no	no	no
9093	no	yes	no	no	no
9094	no	no	yes	yes	yes
9095	yes	no	yes	no	yes
9096	yes	no	yes	yes	yes
9097	yes	no	no	no	no
9098	no	yes	no	no	yes
9099	yes	no	no	yes	yes
9100	yes	no	yes	yes	yes
9101	yes	yes	yes	no	no
9102	no	no	yes	yes	no
9103	yes	no	yes	yes	yes
9104	no	yes	no	no	no
9105	yes	no	yes	yes	yes
9106	no	no	no	no	yes
9107	yes	no	no	no	no
9108	no	no	yes	yes	yes
9109	yes	yes	yes	yes	yes
9110	yes	no	no	no	yes
9111	no	no	no	no	yes
9112	yes	no	yes	yes	yes
9113	yes	yes	yes	yes	no
9114	yes	no	yes	yes	yes
9115	no	yes	no	yes	no
9116	yes	no	yes	yes	yes
9117	yes	no	yes	yes	yes
9118	yes	yes	yes	yes	yes
9119	yes	yes	no	no	no
9120	yes	yes	yes	no	yes
9121	yes	no	yes	yes	no
9122	yes	yes	no	no	no
9123	no	yes	no	no	no
9124	yes	no	yes	no	no
9125	yes	yes	no	no	no
9126	yes	no	yes	yes	yes
9127	yes	yes	yes	yes	yes
9128	yes	yes	no	yes	no
9129	no	yes	yes	yes	yes
9130	yes	yes	no	yes	no
9131	yes	no	no	yes	no
9132	no	no	no	no	yes
9133	yes	yes	yes	yes	no
9134	yes	no	no	no	yes
9135	no	yes	no	no	no
9136	yes	yes	no	no	yes
9137	yes	no	yes	yes	yes
9138	yes	yes	no	no	no
9139	yes	yes	yes	yes	yes
9140	no	yes	yes	no	no
9141	no	yes	no	no	yes
9142	yes	no	yes	yes	yes
9143	yes	yes	yes	yes	no
9144	yes	no	yes	yes	yes
9145	yes	yes	yes	yes	yes
9146	no	yes	no	yes	no
9147	no	yes	yes	no	yes
9148	yes	no	yes	yes	yes
9149	no	yes	no	no	no
9150	no	no	yes	no	no
9151	no	yes	no	no	no
9152	yes	no	yes	yes	yes
9153	yes	no	yes	yes	yes
9154	no	no	yes	no	yes
